지역,매장명,현황,주소,매장서비스,전화번호,주소_전처리,위도,경도,검색방식,시도
서울 중랑구,중랑역점,영업중,서울특별시 중랑구 망우로 210 (상봉동) .,,02.6085.7858,서울특별시 중랑구 망우로 210,37.5936673220132,127.07599534973,주소검색,서울특별시
경기 성남시 분당구,분당서울대병원점,영업중,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대학교병원) 본관 1동",주차,031-8039-6020,경기도 성남시 분당구 구미로173번길 82 본관 1동,37.3520254308069,127.124485012105,주소검색,경기도
서울 광진구,강변역점,영업중,"서울 광진구 구의강변로 64, 구의아크로리버 1층 구의동 589-10",주차,070-7802-0303,서울 광진구 구의강변로 64,37.5358285666892,127.092583672192,주소검색,서울특별시
대구 수성구,대구중동점,영업중,대구 수성구 중동 322-14 .,테라스/24시간/흡연시설/주차,053-767-4326,대구 수성구 중동 322-14,35.8464783275064,128.612543282565,주소검색,대구광역시
경기 오산시,오산궐동점,영업중,경기 오산시 궐리사로 34 1층 (백충빌딩 1층) 궐동 670-1,테라스/24시간/주차,031-374-7999,경기 오산시 궐리사로 34 궐동 670-1,37.1600552447742,127.05623004482,주소검색,경기도
경기 오산시,오산역점,영업중,"경기도 오산시 오산로 195 (오산동, 명신예식홀) 오산동 882-1",24시간/주차,031-8042-7719,경기도 오산시 오산로 195 오산동 882-1,37.1445079819752,127.067822042671,주소검색,경기도
서울 용산구,용산아이파크몰점,영업중,"서울특별시 용산구 한강대로23길 55, 서관 4층 (한강로3가, 용산역) .",주차,02-2012-0473,서울특별시 용산구 한강대로23길 55,37.5297718014452,126.964741503485,주소검색,서울특별시
서울 강서구,등촌역점,영업중,서울특별시 강서구 등촌로 229 1~2층 /등촌동 507-1,테라스/주차,02-2655-2290,서울특별시 강서구 등촌로 229 1~ /등촌동 507-1,37.5502228941239,126.863454590684,키워드검색,서울특별시
부산 사상구,부산서부터미널점,영업중,"부산광역시 사상구 사상로 201 (괘법동, 서부시외버스터미널) .",,051-323-0305,부산광역시 사상구 사상로 201,35.1631461622437,128.98098582427,주소검색,부산광역시
강원 춘천시,춘천강원대점,영업중,강원특별자치도 춘천시 서부대성로 229 (효자동) .,,033-253-0425,강원특별자치도 춘천시 서부대성로 229,37.8732984154019,127.743628816655,주소검색,강원특별자치도
인천 연수구,송도대홍프라자점,영업중,인천광역시 연수구 해돋이로152번길 9 /송도동 21-57,주차,032-710-3810,인천광역시 연수구 해돋이로152번길 9 /송도동 21-57,37.3949839903136,126.647089398704,주소검색,인천광역시
전남 순천시,순천조례점,영업중,전라남도 순천시 충효로 109 (디지털프라자전자랜드) /조례동 1264,주차,061-902-7288,전라남도 순천시 충효로 109 /조례동 1264,34.9487097802076,127.514950253903,주소검색,전라남도
충남 논산시,논산내동점,영업중,"충청남도 논산시 대학로65번길 6-5 101,102,201호 /내동 1189",테라스/주차,041-733-4855,충청남도 논산시 대학로65번길 6-5 101,36.1792865178693,127.105905813639,키워드검색,충청남도
서울 구로구,오류동점,영업중,"서울특별시 구로구 경인로 224 (오류동, 칸타빌레5차) .",,02-2625-4854,서울특별시 구로구 경인로 224,37.4964851629173,126.845741839583,주소검색,서울특별시
경기 부천시 원미구,부천역점,영업중,"경기도 부천시 부일로 448 (심곡동, 프리존빌딩) 110호, 204호",흡연시설/주차,032-665-8255,경기도 부천시 부일로 448,37.4859409850642,126.780194443089,주소검색,경기도
경기 화성시,화성병점점,영업중,"경기도 화성시 병점동로 105 1,2층",,031-233-4686,경기도 화성시 병점동로 105 1,37.21318786459403,127.03951666582414,키워드검색,경기도
전북 군산시,군산은파유원지DI점,영업중,전라북도 군산시 백토로 284-35 나운동 191-70,테라스/주차,063-467-1199,전라북도 군산시 백토로 284-35 나운동 191-70,35.9533809572074,126.702391964669,주소검색,전북특별자치도
서울 송파구,잠실학원사거리점,영업중,"서울특별시 송파구 석촌호수로 130 (삼전동, 신원빌딩) 삼전동 1-1외 3필지",주차,02-3431-4662,서울특별시 송파구 석촌호수로 130 삼전동 1-1외 3필지,37.5072437942186,127.09121558191953,키워드검색,서울특별시
경북 구미시,구미시청점,영업중,경상북도 구미시 송정대로 54 (송정동) .,테라스,054-452-8297,경상북도 구미시 송정대로 54,36.1175816626047,128.344672814111,주소검색,경상북도
경기 화성시,화성향남DT점,영업중,"경기도 화성시 향남읍 향남로 306 방축리294,295-2번지",DT 매장/테라스/흡연시설/주차,070-7575-0745,경기도 화성시 향남읍 향남로 306 방축리294,37.1225068918538,126.919838569,주소검색,경기도
서울 강서구,발산역점,영업중,서울특별시 강서구 강서로 357 (내발산동) .,주차,02-2663-4976,서울특별시 강서구 강서로 357,37.5576668863222,126.837387751506,주소검색,서울특별시
서울 양천구,목동파리공원점,영업중,"서울특별시 양천구 목동서로 57 (목동, 현대파리지앙) .",주차,02-2645-8497,서울특별시 양천구 목동서로 57,37.5366321308561,126.879863427781,주소검색,서울특별시
인천 부평구,인천한길안과병원점,영업중,"인천광역시 부평구 부평대로 37 (부평동 543-35, 정명빌딩한길안과병원) .",주차,032-503-3379,인천광역시 부평구 부평대로 37,37.494804278108,126.722225845073,주소검색,인천광역시
서울 은평구,북한산DI점,영업중,"서울특별시 은평구 북한산로 248-8 (진관동, 자돈) .",테라스/주차,02-3157-4843,서울특별시 은평구 북한산로 248-8,37.6518581234721,126.938554425363,주소검색,서울특별시
경북 구미시,구미상모사곡점,영업중,경상북도 구미시 박정희로 259 (사곡동) .,주차,054-457-7772,경상북도 구미시 박정희로 259,36.1017616690999,128.354959640208,주소검색,경상북도
서울 구로구,신도림테크노마트점,영업중,서울특별시 구로구 새말로 97 (신도림테크노마트) 104~106호,주차,02-2111-1300,서울특별시 구로구 새말로 97 104~,37.50662467833042,126.89059876075298,키워드검색,서울특별시
제주 제주시,제주황사평DT점,영업중,제주특별자치도 제주시 연북로 756 1~2층,DT 매장/테라스/주차,064-722-2529,제주특별자치도 제주시 연북로 756 1~,33.497139248114316,126.55604013051722,키워드검색,제주특별자치도
서울 중구,KG타워점,영업중,"서울특별시 중구 통일로 92 (순화동, 케이지타워) 1층",주차,02-777-5559,서울특별시 중구 통일로 92,37.5635955637684,126.969222436022,주소검색,서울특별시
서울 송파구,올림픽공원역점,영업중,"서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원) (A-3동 C구역 )",주차,02-420-9997,서울특별시 송파구 올림픽로 424,37.5203396980951,127.115517876627,주소검색,서울특별시
울산 북구,울산매곡점,영업중,울산광역시 북구 신기17길 3 (매곡동) 1-2층,,052-292-5522,울산광역시 북구 신기17길 3 1-,35.646994196195905,129.354563175393,키워드검색,울산광역시
서울 마포구,신촌역점,영업중,"서울특별시 마포구 신촌로 88 (노고산동, 태영빌딩) 2층",,02-325-7588,서울특별시 마포구 신촌로 88,37.5553097221974,126.935331733458,주소검색,서울특별시
울산 중구,울산국가정원점,영업중,울산광역시 중구 태화강국가정원길 201 (태화동) .,테라스,052-245-8497,울산광역시 중구 태화강국가정원길 201,35.5499327050248,129.296700353777,주소검색,울산광역시
서울 노원구,노원역점,영업중,"서울특별시 노원구 노해로 488 (상계동, 근호빌딩) 1층",테라스/주차,02-933-8824,서울특별시 노원구 노해로 488,37.6543222923845,127.062168567542,주소검색,서울특별시
경기 남양주시,다산제이원점,영업중,경기도 남양주시 다산중앙로82번안길 28. 124~126호,테라스/주차,031.558.8885,경기도 남양주시 다산중앙로82번안길 28 124~,37.617862180792144,127.16414890802284,키워드검색,경기도
경기 고양시 일산동구,BMC점,영업중,경기도 고양시 일산동구 동국로 32 산학협력관 1층,,031-961-5692,경기도 고양시 일산동구 동국로 32 산학협력관,37.6774630952251,126.806560940457,주소검색,경기도
전북 전주시 덕진구,전북대덕진광장점,영업중,전라북도 전주시 덕진구 덕진광장로12 1~2층,,063-272-2400,전라북도 전주시 덕진구 덕진광장로12 1~,35.8444355825909,127.124856574726,키워드검색,전북특별자치도
서울 금천구,가산대륭22차점,영업중,"서울특별시 금천구 가산디지털1로 146 109,110,111호",주차,02-2059-1131,서울특별시 금천구 가산디지털1로 146 109,37.4787025529177,126.88314942271,키워드검색,서울특별시
경남 진주시,진주초전점,영업중,경상남도 진주시 초북로20번길 5 1층 /초전동 1710-7,주차,070-7801-1029,경상남도 진주시 초북로20번길 5 /초전동 1710-7,35.2121323410465,128.113073768762,주소검색,경상남도
강원 원주시,연세대학교원주장례식장점,영업중,강원도 원주시 일산로 20 장례식장 1층,테라스/주차,033-735-3335,강원도 원주시 일산로 20 장례식장,37.3491165410267,127.946725775439,주소검색,강원특별자치도
강원 원주시,원주세브란스기독병원점,영업중,강원도 원주시 일산로 20 원주세브란스기독병원 외래센터 1층,주차,033-735-3339,강원도 원주시 일산로 20 원주세브란스기독병원 외래센터,37.3491165410267,127.946725775439,주소검색,강원특별자치도
울산 북구,울산공항2호점,영업중,울산광역시 북구 산업로 1103 울산공항 2층 격리대합실 화봉동 1140-16,주차,052-289-5525,울산광역시 북구 산업로 1103 울산공항 격리대합실 화봉동 1140-16,35.593546098694,129.356473479956,주소검색,울산광역시
울산 북구,울산공항1호점,영업중,울산광역시 북구 산업로 1103 울산공항 2층 일반대합실 화봉동 1140-16,주차,052-289-5525,울산광역시 북구 산업로 1103 울산공항 일반대합실 화봉동 1140-16,35.593546098694,129.356473479956,주소검색,울산광역시
충남 공주시,(논)탄천휴게소2호점,영업중,충청남도 공주시 탄천면 논산천안고속도로 27 (탄천하행휴게소) .,주차,.,충청남도 공주시 탄천면 논산천안고속도로 27,36.3191630806256,127.070040988938,주소검색,충청남도
경기 의정부시,의정부역점,영업중,"경기도 의정부시 신흥로232번길 5-31,(의정부동, 아이비타워) 1층",테라스/24시간/주차,031-876-7006,경기도 의정부시 신흥로232번길 5-31,37.7374886885408,127.045136611102,주소검색,경기도
제주 제주시,이도점,영업중,제주특별자치도 제주시 중앙로 302 (더스프링) 이도이동 1025-9,주차,070-7694-2323,제주특별자치도 제주시 중앙로 302 이도이동 1025-9,33.4938136520931,126.534044371519,주소검색,제주특별자치도
서울 마포구,연트럴파크점,영업중,서울특별시 마포구 동교로 233 (연남동) .,테라스,02-335-7805,서울특별시 마포구 동교로 233,37.5609588167788,126.924024982068,주소검색,서울특별시
서울 강남구,강남우리라운지점,영업중,서울특별시 강남구 테헤란로 301 역삼동 701-02 삼정빌딩 L층,주차,02-566-1002,서울특별시 강남구 테헤란로 301 역삼동 701-02 삼정빌딩 L,37.5031256356337,127.043068810036,주소검색,서울특별시
경기 수원시 영통구,수원영통점,영업중,경기도 수원시 영통구 청명남로 10 /영통동 1000-1,주차,031-202-3356,경기도 수원시 영통구 청명남로 10 /영통동 1000-1,37.2509068323693,127.074128746852,주소검색,경기도
서울 용산구,이태원역점,영업중,서울특별시 용산구 이태원로 180 2층~3층,,02-749-8752,서울특별시 용산구 이태원로 180 ~,37.5342217426698,126.994224816687,주소검색,서울특별시
서울 양천구,오목교역점,영업중,"서울특별시 양천구 오목로 344 (목동, 청학빌딩) 1층",주차,02-2062-8405,서울특별시 양천구 오목로 344,37.5237531022074,126.875143110053,주소검색,서울특별시
대구 서구,메가박스프리미엄만경관점,영업중,대구 중구 국채보상로 547 MMC 만경관 4층 .,주차,070-7717-2192,대구 중구 국채보상로 547 MMC 만경관,35.8709538982296,128.590416330125,주소검색,대구광역시
전남 순천시,순천신대점,영업중,전라남도 순천시 해룡면 향매로 67 신대리 1978,,061-723-5185,전라남도 순천시 해룡면 향매로 67 신대리 1978,34.9343054943732,127.546974509192,주소검색,전라남도
서울 금천구,시흥사거리점,영업중,서울특별시 금천구 시흥대로 225 1층 /시흥동 994-9,주차,02-804-9226,서울특별시 금천구 시흥대로 225 /시흥동 994-9,37.4537894156684,126.900461934958,주소검색,서울특별시
전북 전주시 완산구,전주효천점,영업중,"전라북도 전주시 완산구 쑥고개로 351, 1층 101호~102호 /효자동2가 1326-4",주차,063-224-5777,전라북도 전주시 완산구 쑥고개로 351,35.8035140201691,127.103563868112,주소검색,전북특별자치도
제주 제주시,제주도두해안DT점,영업중,제주특별자치도 제주시 도두일동 1686 .,DT 매장/테라스/주차,064-745-7301,제주특별자치도 제주시 도두일동 1686,33.5090708210399,126.472916205015,주소검색,제주특별자치도
경기 고양시 덕양구,고양향동점,영업중,"경기도 고양시 덕양구 향기3로 9, 101호 향동동 536",테라스/주차,02-3158-0031,경기도 고양시 덕양구 향기3로 9,37.5971425127616,126.893649333291,주소검색,경기도
광주 북구,광주북구청점,영업중,광주광역시 북구 서방로 2 .,,062-511-8002,광주광역시 북구 서방로 2,35.1734482268187,126.913254419092,주소검색,광주광역시
서울 강남구,강남역2점,영업중,"서울특별시 강남구 강남대로 422 (역삼동) 역삼동816,816-7,816-8",테라스/주차,02-568-9056,서울특별시 강남구 강남대로 422 역삼동816,37.5003941401087,127.026984908497,주소검색,서울특별시
서울 용산구,숙대입구점,영업중,서울특별시 용산구 청파로 276 2층~3층,테라스,02-704-9636,서울특별시 용산구 청파로 276 ~,37.5442899576622,126.970939489942,주소검색,서울특별시
경남 김해시,김해복음병원점,영업중,경상남도 김해시 활천로 42 (삼정동) .,테라스/주차,055-723-2053,경상남도 김해시 활천로 42,35.2314160937922,128.893748333421,주소검색,경상남도
서울 서대문구,홍제천점,영업중,"서울특별시 서대문구 홍제내길 52,1~2층 (홍제동 361-49) .",주차,02-396-0903,서울특별시 서대문구 홍제내길 52,37.584802093985,126.936166344795,주소검색,서울특별시
경기 고양시 일산동구,롯데시네마라페스타점,영업중,"경기도 고양시 일산동구 무궁화로 32-34 (장항동, 라페스타C) 3층",주차,070-7733-0384,경기도 고양시 일산동구 무궁화로 32-34,37.6613188687547,126.76879891373,주소검색,경기도
대전 유성구,충남대점,영업중,대전광역시 유성구 대학로 84 (482-6) .,테라스/주차,070-7543-1009,대전광역시 유성구 대학로 84,36.3608456743015,127.344703278144,주소검색,대전광역시
서울 종로구,종각역점,영업중,서울특별시 종로구 종로 60-1 종로2가 102-3,,02-736-3399,서울특별시 종로구 종로 60-1 종로2가 102-3,37.5699362991594,126.984167036879,주소검색,서울특별시
부산 사하구,부산아트몰링영풍문고점,영업중,부산광역시 사하구 낙동남로 1413 아트몰링 13층,주차,051-999-7122,부산광역시 사하구 낙동남로 1413 아트몰링,35.106754958865,128.966474900321,주소검색,부산광역시
경기 광명시,광명GIDC점,영업중,"경기도 광명시 일직로 43, 지하2층 G249, G250호 /일직동 514",주차,02-6914-6550,경기도 광명시 일직로 43,37.4227699960931,126.886946212034,주소검색,경기도
경기 시흥시,시흥능곡점,영업중,"경기도 시흥시 능곡번영길 25, 아리테브릿지 107,108,205,206호 (능곡동 211-3)",주차,070-8806-1314,경기도 시흥시 능곡번영길 25,37.369566316179,126.807231435823,주소검색,경기도
경기 평택시,평택칠괴점,영업중,"경기도 평택시 칠괴길 84,1층 (101호, 104호) 칠괴동 492",주차,031-665-1770,경기도 평택시 칠괴길 84,37.0252819109276,127.078090674051,주소검색,경기도
경기 평택시,송탄서정점,영업중,"경기도 평택시 경기대로 1371,102호 서정동 814-1",,031-611-0234,경기도 평택시 경기대로 1371,37.0674820040145,127.063696299329,주소검색,경기도
경남 김해시,김해인제대점,영업중,경상남도 김해시 인제로 168 (어방동) 정석빌딩101호,주차,055-314-8589,경상남도 김해시 인제로 168 정석빌딩,35.2436107253803,128.904162558189,주소검색,경상남도
전남 순천시,순천성가롤로병원점,영업중,"전남 순천시 순광로 221, 순천성가롤로병원 별관 2층 조례동 1742",주차,061-905-0013,전남 순천시 순광로 221,34.9637469052549,127.542934458264,주소검색,전라남도
부산 부산진구,부산동의대점,영업중,부산광역시 부산진구 엄광로 176 (가야동 464-108) .,주차,051-893-6679,부산광역시 부산진구 엄광로 176,35.1443184545334,129.036309884005,주소검색,부산광역시
울산 남구,울산삼산로점,영업중,"울산광역시 남구 삼산로 283 (삼산동, 소망빌딩) 삼산동1525-8,1525-9",,052-275-9004,울산광역시 남구 삼산로 283 삼산동1525-8,35.5397268731312,129.337902041894,주소검색,울산광역시
충남 공주시,동학사점,영업중,"충남 공주시 반포면 동학사2로 133 1,2층 .",테라스/주차,070-8836-8038,충남 공주시 반포면 동학사2로 133 1,36.35753513574163,127.2385381785278,키워드검색,충청남도
경기 부천시 원미구,부천순천향병원점,영업중,경기도 부천시 조마루로 170(중동) 본관 지하 1층 .,주차,.,경기도 부천시 조마루로 170 본관,37.4983707318869,126.762109115188,주소검색,경기도
전북 전주시 완산구,전주시네마점,영업중,전라북도 전주시 완산구 전주객사3길 67 (전주시네마타운) 1~2층,주차,063-232-9448,전라북도 전주시 완산구 전주객사3길 67 1~,35.8202374350319,127.141371001375,키워드검색,전북특별자치도
충남 천안시 동남구,천안신부점,영업중,"충청남도 천안시 동남구 만남로 26 (신부동, 대영빌딩) 454-5번지, 4~5층",흡연시설,041-566-5085,충청남도 천안시 동남구 만남로 26 454-5번지,36.81854478524839,127.15498285632489,키워드검색,충청남도
경기 평택시,삼성전자평택캠퍼스점,영업중,경기도 평택시 삼성로 144 반도체공장 복지관 1층(고덕면 여염리 1648) .,,031-8094-9981,경기도 평택시 삼성로 144 반도체공장 복지관,37.0374992571755,127.051947699157,주소검색,경기도
충남 아산시,천안아산역사점,영업중,충청남도 아산시 배방읍 희망로 100 (천안아산역) 3층 맞이방,주차,0507-1413-5088,충청남도 아산시 배방읍 희망로 100 맞이방,36.7945079707717,127.104454256564,주소검색,충청남도
부산 서구,부산서구청점,영업중,"부산광역시 서구 보수대로 9 1층 104호 (바른빌딩,충무동1가 3-1)",,070-4647-1455,부산광역시 서구 보수대로 9,35.0976439325719,129.024905239495,주소검색,부산광역시
울산 울주군,울산율리점,영업중,울산광역시 울주군 청량읍 율리영해1길 46 1층,주차,052-221-1030,울산광역시 울주군 청량읍 율리영해1길 46,35.5287302606853,129.239909504965,주소검색,울산광역시
전북 부안군,(하)부안고려청자휴게소점,영업중,전라북도 부안군 주산면 서해안고속도로 103 (하)부안고려청자휴게소 목포방향,주차,.,전라북도 부안군 주산면 서해안고속도로 103 부안고려청자휴게소 목포방향,35.6718665675198,126.732208661128,주소검색,전북특별자치도
전북 부안군,(상)부안고려청자휴게소점,영업중,전라북도 부안군 주산면 서해안고속도로 106 (주산면) (상)부안고려청자휴게소점 서울방향,주차,.,전라북도 부안군 주산면 서해안고속도로 106 부안고려청자휴게소점 서울방향,35.6718526459465,126.73450966947,주소검색,전북특별자치도
경기 화성시,(하)화성휴게소점,영업중,경기 화성시 팔탄면 서해안고속도로 301-1 화성휴게소 (하행),주차,유선전화없음,경기 화성시 팔탄면 서해안고속도로 301-1 화성휴게소,37.142125699176,126.879478187788,주소검색,경기도
경기 화성시,(상)화성휴게소점,영업중,경기도 화성시 팔탄면 서해안고속도로 302 화성휴게소(상행),주차,유선전화없음,경기도 화성시 팔탄면 서해안고속도로 302 화성휴게소,37.1435877181782,126.881222749028,주소검색,경기도
서울 동작구,중앙대점,영업중,서울특별시 동작구 흑석로 77 1~4층 .,테라스/흡연시설,02-3280-3280,서울특별시 동작구 흑석로 77 1~,37.50694727423267,126.95825475380488,키워드검색,서울특별시
경기 부천시 원미구,부천심곡점,영업중,경기도 부천시 장말로 376  /심곡동 355-1,,.,경기도 부천시 장말로 376 /심곡동 355-1,37.4897842925275,126.783646638614,주소검색,경기도
제주 제주시,제주연북로DI점,영업중,제주특별자치도 제주시  오남로 166 (오라이동 1550-11),테라스/주차,070-4123-5111,제주특별자치도 제주시 오남로 166,33.481390098639,126.51532274666,주소검색,제주특별자치도
전북 군산시,군산선유도점,영업중,전라북도 군산시 옥도면 선유북길 125-1 선유도리 213-3,테라스/주차,063-464-9314,전라북도 군산시 옥도면 선유북길 125-1 선유도리 213-3,35.8137504352676,126.41036202645,주소검색,전북특별자치도
서울 종로구,독립문역점,영업중,"서울특별시 종로구 통일로 230 (무악동, 경희궁롯데캐슬) 상가동 1층,117호  .",주차,010-2594-7308,서울특별시 종로구 통일로 230 상가동,37.574370395598,126.958628749004,주소검색,서울특별시
전북 익산시,익산모현점,영업중,전라북도 익산시 선화로3길 16-10 1층,,063-842-8420,전라북도 익산시 선화로3길 16-10,35.9499946821138,126.938898087364,주소검색,전북특별자치도
서울 종로구,성균관대점,영업중,서울특별시 종로구 성균관로 6 (명륜2가 204) 1~4층,테라스,02-743-8526,서울특별시 종로구 성균관로 6 1~,37.5835395722473,126.998403656201,키워드검색,서울특별시
대전 서구,대전건양대병원점,영업중,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원) 신관 B1 .",주차,042-543-3138,대전광역시 서구 관저동로 158 신관,36.3077818180786,127.342646778061,주소검색,대전광역시
대전 유성구,대전유성온천점,영업중,대전 유성구 온천로 45  1층,주차,042-825-2023,대전 유성구 온천로 45,36.3558166482127,127.34301917889,주소검색,대전광역시
경기 시흥시,스틸랜드점,영업중,"경기도 시흥시 오이도로 21 (정왕동, STEELLAND) 1층",테라스/주차,070-8802-8041,경기도 시흥시 오이도로 21,37.3451349895581,126.700735199234,주소검색,경기도
서울 노원구,태릉입구역점,영업중,서울특별시 노원구 화랑로 453 (그린힐) 1층,주차,02-976-0078,서울특별시 노원구 화랑로 453,37.6186229019207,127.07756822431,주소검색,서울특별시
경남 창원시 마산합포구,마산저도점,영업중,경상남도 창원시 마산합포구 구산면 해양관광로 1872-50 2~3층,테라스/주차,055-243-1052,경상남도 창원시 마산합포구 구산면 해양관광로 1872-50 2~,35.0677852027805,128.562508867294,키워드검색,경상남도
충북 옥천군,충북옥천점,영업중,충청북도 옥천군 옥천읍 송신길 172 /서대리 13-1,주차,043-731-5560,충청북도 옥천군 옥천읍 송신길 172 /서대리 13-1,36.2916238320324,127.579549664011,주소검색,충청북도
경기 화성시,화성조암점,영업중,"경기도 화성시 우정읍 쌍봉로 76 1층, 103호",테라스/주차,031-358-3567,경기도 화성시 우정읍 쌍봉로 76,37.0870465380707,126.815228619166,주소검색,경기도
경기 안성시,(상)안성맞춤휴게소점,영업중,경기도 안성시 서운면 평택제천고속도로 41 (안성맞춤휴게소평택방향) .,주차,031-673-3822,경기도 안성시 서운면 평택제천고속도로 41,36.9703159329913,127.274577544488,주소검색,경기도
서울 종로구,청계천점,영업중,"서울특별시 종로구  청계천로 81 1,2,3,4층",,02-735-5462,서울특별시 종로구 청계천로 81 1,37.5685282527547,126.986586612048,키워드검색,서울특별시
인천 연수구,인천대입구역점,영업중,"인천광역시 연수구 인천타워대로132번길 34 (송도동) 104호,105호",주차,032-833-2808,인천광역시 연수구 인천타워대로132번길 34,37.386363983184,126.64394494869,주소검색,인천광역시
경기 남양주시,남양주진접점,영업중,"경기도 남양주시 진접읍 해밀예당1로 8-12, 가동 1~2층 /연평리 110-1",테라스/주차,031-523-3237,경기도 남양주시 진접읍 해밀예당1로 8-12,37.7096253767908,127.18525421978,주소검색,경기도
서울 강남구,청담삼성로점,영업중,서울특별시 강남구 삼성로119길 8 (강남대청담카이로스빌딩) 1층,,02-541-7755,서울특별시 강남구 삼성로119길 8,37.516242883757,127.050632935983,주소검색,서울특별시
경기 김포시,김포운양점,영업중,경기도 김포시 김포한강11로255번길 15 (김포한강이랜드타운힐스) .,주차,031-986-2260,경기도 김포시 김포한강11로255번길 15,37.6547839462577,126.676871344294,주소검색,경기도
울산 남구,울산교보문고점,영업중,울산광역시 남구 화합로 185 업스퀘어 B1 교보문고내,주차,052-990-5550,울산광역시 남구 화합로 185 업스퀘어 교보문고내,35.5413463629004,129.338899592372,주소검색,울산광역시
세종 세종시,세종가람DT점,영업중,세종특별자치시 금송로 589 (가람동) .,주차,044-865-8882,세종특별자치시 금송로 589,36.4647130853484,127.244339689582,주소검색,세종특별자치시
대구 동구,대구봉무공원점,영업중,대구광역시 동구 단산길 4 (봉무동) 1~2층,주차,053-984-3001,대구광역시 동구 단산길 4 1~,35.9216798000424,128.645653673437,키워드검색,대구광역시
충북 청주시 서원구,청주산남DT점,영업중,"충청북도 청주시 서원구 1순환로 892,1,2층(산남동)",DT 매장/주차,043-287-5731,충청북도 청주시 서원구 1순환로 892,36.6160582317242,127.470111138082,주소검색,충청북도
경북 성주군,성주성밖숲점,영업중,경상북도 성주군 성주읍 성밖숲길 7 .,주차,054-933-2222,경상북도 성주군 성주읍 성밖숲길 7,35.9174189576586,128.279486879744,주소검색,경상북도
강원 속초시,속초영랑해변DI점,영업중,강원도 속초시 영랑해안길 205 (영랑동 148-172) 할리스,테라스/주차,033-637-0164,강원도 속초시 영랑해안길 205 할리스,38.2182194180565,128.593826851257,주소검색,강원특별자치도
울산 남구,울산달동DT점,영업중,울산광역시 남구 번영로 82 (달동 1297-1) 할리스,DT 매장/테라스/주차,052-275-3022,울산광역시 남구 번영로 82 할리스,35.532982133619,129.330319637449,주소검색,울산광역시
인천 서구,인천당하점,영업중,"인천광역시 서구 서곶로 788 (홀리랜드,1층) /당하동 1098-5",주차,032-561-1578,인천광역시 서구 서곶로 788 /당하동 1098-5,37.5881209362765,126.675351701003,주소검색,인천광역시
서울 관악구,신림역점,영업중,서울특별시 관악구 신림로 313 (신림동) 2-3층,흡연시설,02-877-5596,서울특별시 관악구 신림로 313 2-,37.482211917043436,126.92971564173162,키워드검색,서울특별시
인천 서구,서해구청점,영업중,"인천광역시 서구 서곶로301번길 7-1 (세광빌딩) /심곡동 247-1,1층",주차,032-569-1235,인천광역시 서구 서곶로301번길 7-1 /심곡동 247-1,37.5443848044526,126.675750229245,주소검색,인천광역시
부산 수영구,부산광안리점,영업중,"부산광역시 수영구 광안해변로 175 (광안동 200-6, 광안에이파크오션) 1~2층",주차,051-757-9433,부산광역시 수영구 광안해변로 175 1~,35.15026829572439,129.11556477876292,키워드검색,부산광역시
서울 동작구,대방역점,영업중,"서울특별시 동작구 알마타길 6 (대방동, 파밀리에 하늘마루) 101호, 102호 .",테라스/주차,02-825-6369,서울특별시 동작구 알마타길 6,37.5098570948466,126.924954157932,주소검색,서울특별시
경기 남양주시,다산진건점,영업중,경기도 남양주시 다산중앙로20번길 10-44 1층  .,주차,070-7808-1221,경기도 남양주시 다산중앙로20번길 10-44,37.6144406683612,127.15707493369,주소검색,경기도
서울 강남구,강남대로논현점,영업중,"서울특별시 강남구 강남대로 520 (논현동 164번지, 영동빌딩) .",,02-6012-2372,서울특별시 강남구 강남대로 520,37.5086773753858,127.023051010941,주소검색,서울특별시
대전 유성구,대전호텔ICC점,영업중,대전광역시 유성구 엑스포로123번길 55 (도룡동) 1층,주차,042-866-5104,대전광역시 유성구 엑스포로123번길 55,36.3770177025933,127.39278052858,주소검색,대전광역시
서울 마포구,홍대거리점,영업중,"서울특별시 마포구 어울마당로 76-1, 2~4층 (서교동 364-19) 할리스",테라스,02-323-3795,서울특별시 마포구 어울마당로 76-1,37.5518321491599,126.921657269616,주소검색,서울특별시
부산 해운대구,부산센텀시티점,영업중,"부산광역시 해운대구 센텀2로 24 (우동, 센텀다이아몬드) 1층, 102호",,051-755-9100,부산광역시 해운대구 센텀2로 24,35.1666671766869,129.132451340727,주소검색,부산광역시
경남 창원시 성산구,창원귀산점,영업중,경상남도 창원시 성산구 삼귀로 189 귀곡동 723-21,테라스/주차,055-266-1353,경상남도 창원시 성산구 삼귀로 189 귀곡동 723-21,35.1696757193558,128.599568970841,주소검색,경상남도
경기 의정부시,의정부로데오점,영업중,경기도 의정부시 행복로 28 (의정부동) 지상 1층~ 4층,흡연시설,031-823-0201,경기도 의정부시 행복로 28 지상 ~,37.7409962446026,127.049638829836,주소검색,경기도
강원 속초시,속초엑스포점,영업중,강원도 속초시 청초호반로 75 (조양동) 1~3층,테라스/주차,033-638-2123,강원도 속초시 청초호반로 75 1~,,,실패,강원특별자치도
